a/Crusoe.txt;2261
a/callwild.txt;656
aaah/callwild.txt;1
aback/callwild.txt;1
abandoned/Crusoe.txt;4
abandoning/Crusoe.txt;1
abandonment/callwild.txt;1
abate/Crusoe.txt;12
abated/Crusoe.txt;10
abatement/Crusoe.txt;1
abating/Crusoe.txt;1
abed/Crusoe.txt;1
abellow/callwild.txt;1
abhor/Crusoe.txt;1
abhorrence/Crusoe.txt;6
abide/Crusoe.txt;1
abide/callwild.txt;1
abidingplace/callwild.txt;1
ability/callwild.txt;2
abjectly/callwild.txt;1
able/Crusoe.txt;54
able/callwild.txt;2
abode/Crusoe.txt;3
abominable/Crusoe.txt;2
abortive/Crusoe.txt;1
abotching/Crusoe.txt;1
about/Crusoe.txt;285
about/callwild.txt;36
abouts/Crusoe.txt;1
above/Crusoe.txt;81
above/callwild.txt;11
abraham/Crusoe.txt;2
abreast/callwild.txt;2
abridgment/Crusoe.txt;1
abroad/Crusoe.txt;36
abroad/callwild.txt;1
absence/Crusoe.txt;5
absent/Crusoe.txt;3
absent/callwild.txt;1
absolute/Crusoe.txt;3
absolutely/Crusoe.txt;9
abundance/Crusoe.txt;13
abundance/callwild.txt;2
abundant/Crusoe.txt;1
abundantly/Crusoe.txt;1
abused/Crusoe.txt;1
accents/callwild.txt;1
accept/Crusoe.txt;4
acceptable/Crusoe.txt;1
accepted/Crusoe.txt;4
accepted/callwild.txt;1
accepting/callwild.txt;2
access/Crusoe.txt;1
accident/Crusoe.txt;6
accident/callwild.txt;1
accidental/Crusoe.txt;1
accidents/Crusoe.txt;2
accommodate/Crusoe.txt;1
accommodated/callwild.txt;1
accommodations/Crusoe.txt;1
accomodate/Crusoe.txt;2
accompanied/Crusoe.txt;2
accompanied/callwild.txt;1
accompanying/Crusoe.txt;1
accomplish/Crusoe.txt;1
accomplished/callwild.txt;2
accomplishing/Crusoe.txt;1
according/Crusoe.txt;6
according/callwild.txt;1
accordingly/Crusoe.txt;27
account/Crusoe.txt;66
account/callwild.txt;1
accountcurrent/Crusoe.txt;1
accounted/callwild.txt;1
accounts/Crusoe.txt;1
accumulated/callwild.txt;1
accustomed/Crusoe.txt;1
ached/callwild.txt;5
achieve/callwild.txt;1
achieved/callwild.txt;3
acknowledge/Crusoe.txt;6
acknowledged/Crusoe.txt;5
acknowledged/callwild.txt;3
acknowledging/Crusoe.txt;2
acknowledgment/Crusoe.txt;3
acknowledgments/Crusoe.txt;1
acoming/Crusoe.txt;3
acquaint/Crusoe.txt;1
acquaintance/Crusoe.txt;6
acquaintance/callwild.txt;1
acquaintances/Crusoe.txt;1
acquainted/Crusoe.txt;6
acquiesced/Crusoe.txt;1
acre/Crusoe.txt;1
acres/Crusoe.txt;2
across/Crusoe.txt;7
across/callwild.txt;15
act/Crusoe.txt;7
acted/Crusoe.txt;6
acted/callwild.txt;1
acting/Crusoe.txt;3
acting/callwild.txt;1
action/Crusoe.txt;5
action/callwild.txt;4
actions/Crusoe.txt;2
actions/callwild.txt;3
active/callwild.txt;3
acts/callwild.txt;1
actually/Crusoe.txt;2
acuteness/callwild.txt;1
acutting/Crusoe.txt;2
ad/Crusoe.txt;1
adapt/Crusoe.txt;1
adaptability/callwild.txt;1
adapted/Crusoe.txt;1
add/Crusoe.txt;5
added/Crusoe.txt;14
added/callwild.txt;6
adding/callwild.txt;1
addition/Crusoe.txt;2
addition/callwild.txt;1
additional/Crusoe.txt;1
additional/callwild.txt;1
addressed/callwild.txt;1
